"text,label"
"Alabama,LOCATION_STATE"
"Alaska,LOCATION_STATE"
"Arizona,LOCATION_STATE"
"Arkansas,LOCATION_STATE"
"California,LOCATION_STATE"
"Colorado,LOCATION_STATE"
"Connecticut,LOCATION_STATE"
"Delaware,LOCATION_STATE"
"Florida,LOCATION_STATE"
"Georgia,LOCATION_STATE"
"Hawaii,LOCATION_STATE"
"Idaho,LOCATION_STATE"
"Illinois,LOCATION_STATE"
"Indiana,LOCATION_STATE"
"Iowa,LOCATION_STATE"
"Kansas,LOCATION_STATE"
"Kentucky,LOCATION_STATE"
"Louisiana,LOCATION_STATE"
"Maine,LOCATION_STATE"
"Maryland,LOCATION_STATE"
"Massachusetts,LOCATION_STATE"
"Michigan,LOCATION_STATE"
"Minnesota,LOCATION_STATE"
"Mississippi,LOCATION_STATE"
"Missouri,LOCATION_STATE"
"Montana,LOCATION_STATE"
"Nebraska,LOCATION_STATE"
"Nevada,LOCATION_STATE"
"New Hampshire,LOCATION_STATE"
"New Jersey,LOCATION_STATE"
"New Mexico,LOCATION_STATE"
"New York,LOCATION_STATE"
"North Carolina,LOCATION_STATE"
"North Dakota,LOCATION_STATE"
"Ohio,LOCATION_STATE"
"Oklahoma,LOCATION_STATE"
"Oregon,LOCATION_STATE"
"Pennsylvania,LOCATION_STATE"
"Rhode Island,LOCATION_STATE"
"South Carolina,LOCATION_STATE"
"South Dakota,LOCATION_STATE"
"Tennessee,LOCATION_STATE"
"Texas,LOCATION_STATE"
"Utah,LOCATION_STATE"
"Vermont,LOCATION_STATE"
"Virginia,LOCATION_STATE"
"Washington,LOCATION_STATE"
"West Virginia,LOCATION_STATE"
"Wisconsin,LOCATION_STATE"
"Wyoming,LOCATION_STATE"
"""Sawyer, Thomas Charles (Tom)"",PERSON"
"""Saxton, Hugh James (Jim)"",PERSON"
"""Scalise, Steve"",PERSON"
"""Scaturro, Frank"",PERSON"
"""Schaffer, Robert W. (Bob)"",PERSON"
"""Schakowsky, Jan"",PERSON"
"""Schauer, Mark"",PERSON"
"""Schaus, Nick"",PERSON"
"""Schenk, Lynn Alice"",PERSON"
"""Schenken, Jerald R."",PERSON"
"""Schiff, Adam"",PERSON"
"""Schiff, Steven Harvey (Steve)"",PERSON"
"""Schiffer, Paul"",PERSON"
"""Schilling, Bobby"",PERSON"
"""Schinella, Anthony"",PERSON"
"""Schipske, Gerrie"",PERSON"
"""Schlafly, Phyllis Stewart"",PERSON"
"""Schmett, Ken"",PERSON"
"""Schmidt, Jean"",PERSON"
"""Schmidtke, Craig"",PERSON"
"""Schock, Aaron"",PERSON"
"""Schrader, Kurt"",PERSON"
"""Schrader, Mike"",PERSON"
"""Schrock, Edward (Ed)"",PERSON"
"""Schroeder, Patricia Scott (Pat)"",PERSON"
"""Schuette, William Duncan (Bill)"",PERSON"
"""Schultz, Debbie Wasserman"",PERSON"
"""Schuring, Kirk"",PERSON"
"""Schuster, Robert Parks (Bob)"",PERSON"
"""Schwartz, Allyson"",PERSON"
"""Schwartz, Dan"",PERSON"
"""Schwarz, Joe"",PERSON"
"""Schweikert, David"",PERSON"
"""Schwerdtfeger, Carl R."",PERSON"
"""Scofield, Sandra K."",PERSON"
"""Scontras, Dean"",PERSON"
"""Scorsone, Ernesto"",PERSON"
"""Scott, Austin"",PERSON"
"""Scott, Bobby"",PERSON"
"""Scott, David"",PERSON"
"""Scott, Edward Smith"",PERSON"
"""Scott, John W."",PERSON"
"""Scott, Marvin"",PERSON"
"""Scott, Michael"",PERSON"
"""Scott, Rick"",PERSON"
"""Scott, Robert Cortez"",PERSON"
"""Scott, Theodore Scott (Ted)"",PERSON"
"""Scott, Thomas"",PERSON"
"""Scott, Tim"",PERSON"
"""Scott, William Thompson (Will)"",PERSON"
"""Scozzafava, Dede"",PERSON"
"""Seabrook, Larry"",PERSON"
"""Seals, Dan"",PERSON"
"""Seastrand, Andrea H."",PERSON"
"""Seaward, David"",PERSON"
"""Sebring, Dan"",PERSON"
"""Seekings, Mike"",PERSON"
"""Segal, David"",PERSON"
"""Seitz, Mark"",PERSON"
"""Seiverling, Daniel S."",PERSON"
"""Sellers, David Alexander"",PERSON"
"""Sensenbrenner, Frank James, Jr. (Jim)"",PERSON"
"""Sensenbrenner, Jr., Frank James, Jr. (Jim)"",PERSON"
"""Serrano, Jose"",PERSON"
"""Serrano, Jose E."",PERSON"
"""Sessions, Peter Anderson (Pete)"",PERSON"
"""Sestak, Joseph A., Jr. (Joe)"",PERSON"
"""Settle, Bill"",PERSON"
"""Sewell, Terri"",PERSON"
"""Shamansky, Robert Norton (Bob)"",PERSON"
"""Shaner, Matt"",PERSON"
"""Shanker, Howard"",PERSON"
"""Shapiro, Ira"",PERSON"
"""Sharp, Philip Riley (Phil)"",PERSON"
"""Sharpe, Mark"",PERSON"
"""Sharpless, John"",PERSON"
"""Sharratt, Bryan"",PERSON"
"""Shaver, Mark"",PERSON"
"""Shaver, Theodore (Ted)"",PERSON"
"""Shaw, Eugene Clay, Jr."",PERSON"
"""Shays, Christopher H. "",PERSON"
"""Shea, Dennis"",PERSON"
"""Sheffield, Maria"",PERSON"
"""Shepard, Taze"",PERSON"
"""Shepherd, Karen"",PERSON"
"""Sherck, James R."",PERSON"
"""Sherwood, Don"",PERSON"
"""Shilling, Bobby"",PERSON"
"""Shimkus, John Mondy"",PERSON"
"""Shin, Paull"",PERSON"
"""Shine, Hugh Dunham"",PERSON"
"""Shipley, George Edward"",PERSON"
"""Shoaf, Forrest"",PERSON"
"""Shoemaker, Ron"",PERSON"
"""Shomshor, Paul"",PERSON"
"""Shore, Scott"",PERSON"
"""Shoup, Richard Gardner"",PERSON"
"""Shows, Ronnie"",PERSON"
"""Shriver, Mark Kennedy"",PERSON"
"""Shrock, Ed"",PERSON"
"""Shuler, Heath"",PERSON"
"""Shull, John"",PERSON"
"""Shulman, Dennis"",PERSON"
"""Shumway, Norman David"",PERSON"
"""Shute, Elden H., Jr."",PERSON"
"""Sickles, Carlton R."",PERSON"
"""Sigmon, Lance"",PERSON"
"""Sikorski, Gerald Edward (Gerry)"",PERSON"
"""Sildon, Myron"",PERSON"
"""Simmons, Robert Ruhl (Rob)"",PERSON"
"""Simon, Paul Martin"",PERSON"
"""Simpkins, Joe"",PERSON"
"""Simpson, Mike"",PERSON"
"""Simpson, Stephen K. (Steve)"",PERSON"
"""Sinema, Kyrsten"",PERSON"
"""Singh, Amit"",PERSON"
"""Sink, Alex"",PERSON"
"""Sipprelle, Scott"",PERSON"
"""Sisisky, Norman"",PERSON"
"""Skaggs, David Evans"",PERSON"
"""Skaggs, Miller, David, Pat"",PERSON"
"""Skeen, Joseph Richard (Joe)"",PERSON"
"""Skelton, Isaac Newton, IV (Ike)"",PERSON"
"""Sklar, Shane"",PERSON"
"""Skoch, Bernie"",PERSON"
"""Slaby, Lynn"",PERSON"
"""Slason, Eugene F. (Gene)"",PERSON"
"""Slatten, Jim"",PERSON"
"""Slattery, James Charles (Jim)"",PERSON"
"""Slaughter, French"",PERSON"
"""Slaughter, Louise McIntosh"",PERSON"
"""Slezak, Jim"",PERSON"
"""Sloan, Richard S."",PERSON"
"""Slovenec, Joe"",PERSON"
"""Slowinski, Brian Richard"",PERSON"
"""Smith, Adam"",PERSON"
"""Smith, Adrian"",PERSON"
"""Smith, Albert Lee, Jr."",PERSON"
"""Smith, Arthur E."",PERSON"
"""Smith, David"",PERSON"
"""Smith, Dennis Alan (Denny)"",PERSON"
"""Smith, Derek"",PERSON"
"""Smith, Fred"",PERSON"
"""Smith, Harri Anne"",PERSON"
"""Smith, Helen Knipe"",PERSON"
"""Smith, Jefferson Verne, Jr."",PERSON"
"""Smith, John Arthur"",PERSON"
"""Smith, John Lee"",PERSON"
"""Smith, Joseph"",PERSON"
"""Smith, Larkin I."",PERSON"
"""Smith, Lawrence Jack"",PERSON"
"""Smith, Linda"",PERSON"
"""Smith, Neal Edward"",PERSON"
"""Smith, Nick"",PERSON"
"""Smith, Nick H."",PERSON"
"""Smith, Peter P."",PERSON"
"""Smith, Robert Clinton (Bob)"",PERSON"
"""Smith, Sheila"",PERSON"
"""Smith, Susan Bitter"",PERSON"
"""Smith, Tom"",PERSON"
"""Smith, Virginia Dodd"",PERSON"
"""Smothermon, M.C."",PERSON"
"""Smykowski, George James"",PERSON"
"""Smyser, Skip"",PERSON"
"""Snell, Rand"",PERSON"
"""Snelson, W. E."",PERSON"
"""Snider, Ken"",PERSON"
"""Snow, Karl Nelson, Jr."",PERSON"
"""Snowbarger, Vincent K. (Vince)"",PERSON"
"""Snowe, Olympia Jean Bouchles"",PERSON"
"""Snyder, Marion Gene"",PERSON"
"""Snyder, Victor F. (Vic)"",PERSON"
"""Sodrel, Mike"",PERSON"
"""Soglin, Paul R."",PERSON"
"""Sohn, Stephen A. (Steve)"",PERSON"
"""Solarz, Steve"",PERSON"
"""Solis, Juan"",PERSON"
"""Solomon, Gerald Brooks Hunt (Jerry)"",PERSON"
"""Sonneland, John"",PERSON"
"""Souder, Mark Edward"",PERSON"
"""Southerland, William Steve"",PERSON"
"""Sowards, Greg"",PERSON"
"""Sowers, Tommy"",PERSON"
"""Space, Zachary T. (Zack)"",PERSON"
"""Spanel, Harriet"",PERSON"
"""Sparling, James Milton, Jr."",PERSON"
"""Spaulding, Peter J."",PERSON"
"""Spivak, Lonnie"",PERSON"
"""Spoo, Jim"",PERSON"
"""Spottswood, Lydia C."",PERSON"
"""Spratt, John McKee, Jr."",PERSON"
"""St. Germain, Fernand J."",PERSON"
"""Stabenow, Deborah Ann (Debbie)"",PERSON"
"""Stachewicz, Raymond Anthony"",PERSON"
"""Stageland, Arlan"",PERSON"
"""Staggers, Harley"",PERSON"
"""Stallings, Richard Howard"",PERSON"
"""Stallwood, Burton"",PERSON"
"""Stangeland, Arlan Ingehart"",PERSON"
"""Stanley, David Maxwell"",PERSON"
"""Stanton, James Vincent"",PERSON"
"""Starkman, Michael Moshe"",PERSON"
"""Staskiewicz, Ronald L. (Ron)"",PERSON"
"""Stearns, Clifford Bundy (Cliff)"",PERSON"
"""Steck, Phil"",PERSON"
"""Stedem, Mike"",PERSON"
"""Steel, John"",PERSON"
"""Steele, Rob"",PERSON"
"""Steele, Robert Hampton"",PERSON"
"""Steers, Newton"",PERSON"
"""Steiger, William Albert"",PERSON"
"""Stein, Andrew"",PERSON"
"""Steinberg, Cathey Weiss"",PERSON"
"""Steinberg, Mike"",PERSON"
"""Stender, Linda"",PERSON"
"""Stenholm, Charles Walter (Charlie)"",PERSON"
"""Stephanis, James T."",PERSON"
"""Stephens, G. Douglas (Doug)"",PERSON"
"""Stevens, Jack"",PERSON"
"""Stewart, Chris"",PERSON"
"""Stewart, Dan"",PERSON"
"""Stewart, David A."",PERSON"
"""Stewart, Dick"",PERSON"
"""Stewart, Mark"",PERSON"
"""Stewart, Monica Faith"",PERSON"
"""Stinchfield, Grant"",PERSON"
"""Stivers, Steve"",PERSON"
"""Stockman, Steve"",PERSON"
"""Stofferahn, Ken"",PERSON"
"""Stofferahn, Kenneth (Kenneth Darrell)"",PERSON"
"""Stoker, Mike"",PERSON"
"""Stokes, Louis"",PERSON"
"""Stokes, Susan B."",PERSON"
"""Stone , John Erwin, II"",PERSON"
"""Stone, Marty"",PERSON"
"""Story, Bill"",PERSON"
"""Stover, Daniel (Danny)"",PERSON"
"""Strader, Aryanna"",PERSON"
"""Straus, Kathleen"",PERSON"
"""Strauss, Henry"",PERSON"
"""Strauss, Henry L."",PERSON"
"""Streusand, Ben"",PERSON"
"""Stribling, Ken"",PERSON"
"""Strickland, Theodore (Ted)"",PERSON"
"""Striegel, Lou"",PERSON"
"""Strimling, Ethan"",PERSON"
"""Stroehmann, Jeff"",PERSON"
"""Stroock, Thomas F."",PERSON"
"""Stuckey, Jimmy"",PERSON"
"""Studds, Gerry Eastman"",PERSON"
"""Stump, Robert Lee (Bob)"",PERSON"
"""Stupak, Bart T."",PERSON"
"""Stutz, Rob"",PERSON"
"""Stutzman, Marlin"",PERSON"
"""Sublette, Bill"",PERSON"
"""Sudan, Phil"",PERSON"
"""Suess, Sheila"",PERSON"
"""Suhadolnik, Gary"",PERSON"
"""Sullivan, Cynthia"",PERSON"
"""Sullivan, Doug"",PERSON"
"""Sullivan, Jim"",PERSON"
"""Sullivan, Joe"",PERSON"
"""Sullivan, John A."",PERSON"
"""Sullivan, Pat"",PERSON"
"""Sullivan, Pete"",PERSON"
"""Sulzer, Joe"",PERSON"
"""Summers, Charles E."",PERSON"
"""Sundquist, Donald Kenneth (Don)"",PERSON"
"""Sununu, John Edward"",PERSON"
"""Sutton, Betty"",PERSON"
"""Swallow, John"",PERSON"
"""Swan, S. Mitchell"",PERSON"
"""Swarts, David J."",PERSON"
"""Sweeney, David McCann (Mac)"",PERSON"
"""Sweet, A. George, III"",PERSON"
"""Sweetland, Dale"",PERSON"
"""Sweetser, Susan W."",PERSON"
"""Swett, Katrina"",PERSON"
"""Swett, Richard Nelson (Dick)"",PERSON"
"""Swift, Allan Byron (Al)"",PERSON"
"""Swift, Jane Maria"",PERSON"
"""Swindall, Patrick Lynn (Pat)"",PERSON"
"""Swindle, Orson G., III"",PERSON"
"""Sybert, Rich"",PERSON"
"""Sydness, Steve"",PERSON"
"""Sykora, Barbara Zwach"",PERSON"
"""Symington, James Wadsworth"",PERSON"
"""Synar, Michael Lynn (Mike)"",PERSON"
"""Tabor, Eric"",PERSON"
"""Taddeo, Annette"",PERSON"
"""Taff, Adam"",PERSON"
"""Taft, Robert, Jr."",PERSON"
"""Taj, Syed"",PERSON"
"""Takach, Stephen"",PERSON"
"""Talent, James Matthes (Jim)"",PERSON"
"""Taliaferro, Henry Beauford"",PERSON"
"""Talkington, Doyle"",PERSON"
"""Tamblyn, George O."",PERSON"
"""Tamposi, Elizabeth Marian"",PERSON"
"""Tancredo, Thomas Gerard (Tom)"",PERSON"
"""Tanner, John S."",PERSON"
"""Tarkanian, Danny (Tark)"",PERSON"
"""Tate, Randy J."",PERSON"
"""Tauke, Thomas Joseph (Tom)"",PERSON"
"""Tauscher, Ellen"",PERSON"
"""Tauzin, Wilbert Joseph, III (Billy)"",PERSON"
"""Taveris, Angel"",PERSON"
"""Tavio, Amy"",PERSON"
"""Taylor, Brent"",PERSON"
"""Taylor, Charles Hart"",PERSON"
"""Taylor, Clarence E."",PERSON"
"""Taylor, Dudley W."",PERSON"
"""Taylor, Gary Eugene (Gene)"",PERSON"
"""Taylor, Mike"",PERSON"
"""Taylor, Roy Arthur"",PERSON"
"""Taylor, Van"",PERSON"
"""Teague, Edward"",PERSON"
"""Teague, Harry"",PERSON"
"""Tedisco, Jim"",PERSON"
"""Tegerdine, Joe"",PERSON"
"""Temperley, Matt"",PERSON"
"""Templeman, Mike"",PERSON"
"""Tennant, Alexander (Sandy)"",PERSON"
"""Terbolizard, Theodore"",PERSON"
"""Terry, Lee Raymond"",PERSON"
"""Terry, Randall A."",PERSON"
"""Theise, Tod"",PERSON"
"""Thomas, Bob"",PERSON"
"""Thomas, Craig Lyle"",PERSON"
"""Thomas, Dave"",PERSON"
"""Thomas, David"",PERSON"
"""Thomas, Jeff"",PERSON"
"""Thomas, Julie"",PERSON"
"""Thomas, Robert Lindsay"",PERSON"
"""Thomas, Trevor"",PERSON"
"""Thompson, Anne"",PERSON"
"""Thompson, Fred"",PERSON"
"""Thompson, Jill Long"",PERSON"
"""Thompson, Michael "",PERSON"
"""Thompson, Michael (Mike)"",PERSON"
"""Thompson, Mike"",PERSON"
"""Thonton, Raymond Hoyt, Jr. (Ray)"",PERSON"
"""Thune, John Randolph"",PERSON"
"""Thurman, Karen"",PERSON"
"""Thurmond, Paul"",PERSON"
"""Tiahrt, Todd"",PERSON"
"""Tiberi, Patrick Joseph (Pat)"",PERSON"
"""Tierney, James E. (Jim)"",PERSON"
"""Tierney, John F."",PERSON"
"""Tillman, Wheeler"",PERSON"
"""Timmer, John"",PERSON"
"""Tinker, Nikki"",PERSON"
"""Tinklenberg, El"",PERSON"
"""Tinsley, Alberta"",PERSON"
"""Tinsley, Ed"",PERSON"
"""Tipton, Scott"",PERSON"
"""Tisei, Richard"",PERSON"
"""Titcomb, Bonnie L."",PERSON"
"""Titla, Mary Kim"",PERSON"
"""Titus, Dina"",PERSON"
"""Toevs, Jim"",PERSON"
"""Tolley, William Russell, Jr."",PERSON"
"""Toltz, Ken"",PERSON"
"""Tom, Soleng"",PERSON"
"""Tomblin, Earl Ray"",PERSON"
"""Tonko, Paul"",PERSON"
"""Toomey, Patrick Joseph (Pat)"",PERSON"
"""Torkildsen, Peter Gerard"",PERSON"
"""Torricelli, Robert Guy"",PERSON"
"""Townsend, Kathleen Kennedy"",PERSON"
"""Tracy, Susan"",PERSON"
"""Treadwell, Louis Mead"",PERSON"
"""Treadwell, Sandy"",PERSON"
"""Tree, John"",PERSON"
"""Trible, Paul Seward, Jr."",PERSON"
"""Trimarco, Thomas H. (Tom)"",PERSON"
"""Triplett, Kevin"",PERSON"
"""Trivedi, Manan"",PERSON"
"""Troiani, Anthony"",PERSON"
"""Trotter, Don"",PERSON"
"""Troubh, Bill"",PERSON"
"""Troutman, Beth"",PERSON"
"""Troutt, Eric"",PERSON"
"""Tsakanikas, Peter J."",PERSON"
"""Tsongas, Paul Efthemios"",PERSON"
"""Tully, Rob"",PERSON"
"""Turner, Bob"",PERSON"
"""Turner, Hal"",PERSON"
"""Turner, James (Jim)"",PERSON"
"""Turner, John"",PERSON"
"""Turner, Michael R. (Mike)"",PERSON"
"""Turnham, Joseph R. (Joe)"",PERSON"
"""Turzai, Mike"",PERSON"
"""Tuttle, Larry"",PERSON"
"""Tyson, John (John M., Jr.)"",PERSON"
"""Tyson, Priscilla"",PERSON"
"""Udall, Mark E."",PERSON"
"""Udall, Morris King (Mo)"",PERSON"
"""Udall, Thomas (Tom)"",PERSON"
"""Uhlmann, John"",PERSON"
"""Uke, Alan"",PERSON"
"""Ukrainec, Don"",PERSON"
"""Ullman, Albert Conrad (Al)"",PERSON"
"""Unruh, Paula"",PERSON"
"""Unsoeld, Jolene"",PERSON"
"""Upton, Frederick Stephen (Fred)"",PERSON"
"""Urguhart, Glen"",PERSON"
"""Valeche, Hal"",PERSON"
"""Valenta, Frank"",PERSON"
"""Van Auken, Cynthia"",PERSON"
"""Van Hollen, Christopher, Jr. (Chris)"",PERSON"
"""Van Natta, Ralph W."",PERSON"
"""Van Sistine, Jerry"",PERSON"
"""Van Slyke, Jim"",PERSON"
"""Van Winkle, John"",PERSON"
"""Vance, Chris"",PERSON"
"""Vander Jagt, Guy Adrian"",PERSON"
"""Vander Veen, Richard (Richard Franklin)"",PERSON"
"""VanderLaan, Robert"",PERSON"
"""VanDeWeghe, Bill"",PERSON"
"""Vanhaaften, Trent"",PERSON"
"""Vanke, Jeff"",PERSON"
"""Vanwinkle, John"",PERSON"
"""Vas, Joseph (Joe)"",PERSON"
"""Vaughn, Joe"",PERSON"
"""Veasey, Marc"",PERSON"
"""Vela, Filemon"",PERSON"
"""Venters, Harley"",PERSON"
"""Vento, Bruce Frank"",PERSON"
"""Verge, Bill"",PERSON"
"""Veysey, Graham"",PERSON"
"""Vigilante, Kevin"",PERSON"
"""Vigil-Giron, Rebecca"",PERSON"
"""Vincent, Charles Cary"",PERSON"
"""Vinich, John Paul"",PERSON"
"""Violette, Elmer H."",PERSON"
"""Visclosky, Pete"",PERSON"
"""Vivadali, Peter"",PERSON"
"""Vogel, David Donald"",PERSON"
"""Vogt, Linda"",PERSON"
"""Volaric, Don"",PERSON"
"""Volkmer, Harold Lee"",PERSON"
"""Von Reichbauer, Pete"",PERSON"
"""Vucanovich, Barbara Farrell"",PERSON"
"""Wachob, William (Bill)"",PERSON"
"""Wagner, Jody"",PERSON"
"""Walberg, Tim"",PERSON"
"""Walcher, Greg"",PERSON"
"""Walden, Greg"",PERSON"
"""Waldman, Ben"",PERSON"
"""Walgren, Douglas (Doug)"",PERSON"
"""Walker, Derek"",PERSON"
"""Walker, James"",PERSON"
"""Walker, Martha Yeager"",PERSON"
"""Walker, Robert Smith"",PERSON"
"""Walker, Scott"",PERSON"
"""Wallace, David (Dave)"",PERSON"
"""Wallace, George Corley"",PERSON"
"""Wallace, Rob"",PERSON"
"""Waller, Michele"",PERSON"
"""Walorski, Jackie Swihart"",PERSON"
"""Walsh, Bob"",PERSON"
"""Walsh, Kateri"",PERSON"
"""Waltner, Mike"",PERSON"
"""Walz, Tim"",PERSON"
"""Wamp, Zach"",PERSON"
"""Ward, Gene"",PERSON"
"""Ward, Jim"",PERSON"
"""Ward, Michael Delavan (Mike)"",PERSON"
"""Ward, Thomas W. (Tom)"",PERSON"
"""Ward, Vaughn"",PERSON"
"""Wareck, Stephen"",PERSON"
"""Wareing, Peter"",PERSON"
"""Warner, Glen W."",PERSON"
"""Warner, Russ"",PERSON"
"""Washington, Robert E. (Bob)"",PERSON"
"""Wassa, Tom"",PERSON"
"""Wasserman Schultz, Debbie"",PERSON"
"""Waterfield, Richard A. (Dick)"",PERSON"
"""Waterman, Mignon"",PERSON"
"""Waterworth, Steve"",PERSON"
"""Wathen, Richard B."",PERSON"
"""Watkins, Clint"",PERSON"
"""Watkins, Dane Hansen"",PERSON"
"""Watkins, James"",PERSON"
"""Watkins, Wesley Wade (Wes)"",PERSON"
"""Watley, George"",PERSON"
"""Watson, Lawrence"",PERSON"
"""Watt, Mel"",PERSON"
"""Watt, Melvin"",PERSON"
"""Watts, John Clarence"",PERSON"
"""Watts, Julius Ceasar, Jr. (J.C.)"",PERSON"
"""Waugh, Rick"",PERSON"
"""Weaver, Mike (Michael)"",PERSON"
"""Webb-Edgington, Alecia"",PERSON"
"""Webber, Catherine"",PERSON"
"""Webber, Daniel G., Jr. (Dan)"",PERSON"
"""Weber, Edward Ford (Ed)"",PERSON"
"""Weber, John Vincent (Vin)"",PERSON"
"""Weber, Randy"",PERSON"
"""Webster, Daniel (Dan)"",PERSON"
"""Weeks, William Dowse"",PERSON"
"""Wegner, Kenneth"",PERSON"
"""Weidner, Don"",PERSON"
"""Weiland, Rick"",PERSON"
"""Weinberg, Robert L. (Bob)"",PERSON"
"""Weinberger, Robert A."",PERSON"
"""Weiner, Bob"",PERSON"
"""Weingarten, Joel"",PERSON"
"""Weiss, Patty"",PERSON"
"""Weissmann, Eric"",PERSON"
"""Welch, Peter F."",PERSON"
"""Weldon, David Joseph (Dave)"",PERSON"
"""Weldon, Wayne Curtis (Curt)"",PERSON"
"""Wells, Erik"",PERSON"
"""Welsh, Barry"",PERSON"
"""Weltner, Charles Longstreet"",PERSON"
"""Welty, Harry Robb"",PERSON"
"""Wenstrom, Gene"",PERSON"
"""Weprin, David"",PERSON"
"""Wertheim, John"",PERSON"
"""Wesbury, Stuart (Stu)"",PERSON"
"""West, Allen"",PERSON"
"""West, Scott"",PERSON"
"""Westell, Steve"",PERSON"
"""Westmoreland, Lynn"",PERSON"
"""Wetterling, Patty"",PERSON"
"""Whalen, Michael (Mike)"",PERSON"
"""Wheat, Alan Dupree"",PERSON"
"""Wheelan, Charlie"",PERSON"
"""Wheeler, William R., Jr."",PERSON"
"""White, Compton Ignatius, Jr."",PERSON"
"""White, Gregory A. (Greg)"",PERSON"
"""White, John"",PERSON"
"""White, Knox H."",PERSON"
"""White, Richard Alan (Rick)"",PERSON"
"""White, Tom"",PERSON"
"""Whitfield, Wayne Edward (Ed)"",PERSON"
"""Whitley, John"",PERSON"
"""Whitman, Kate"",PERSON"
"""Whitnum, Lee"",PERSON"
"""Whorley, Jeff"",PERSON"
"""Wicker, Roger Frederick"",PERSON"
"""Wieczorek,  Raymond J. (Ray)"",PERSON"
"""Wiener, Hermine L."",PERSON"
"""Wight, Bill"",PERSON"
"""Williams, Bob"",PERSON"
"""Williams, Craig"",PERSON"
"""Williams, Dan"",PERSON"
"""Williams, Danny"",PERSON"
"""Williams, Faye"",PERSON"
"""Williams, Jay (Gex)"",PERSON"
"""Williams, JD"",PERSON"
"""Williams, John Patrick (Pat)"",PERSON"
"""Williams, Lance"",PERSON"
"""Williams, Laurie"",PERSON"
"""Williams, Liles"",PERSON"
"""Williams, Patricia L."",PERSON"
"""Williams, Roger"",PERSON"
"""Williams, Scott"",PERSON"
"""Williamson, Michael"",PERSON"
"""Willis, Larryann C."",PERSON"
"""Wills, Robbie"",PERSON"
"""Wilson, Charles"",PERSON"
"""Wilson, Charlie"",PERSON"
"""Wilson, Charlie (Charles)"",PERSON"
"""Wilson, Glenn"",PERSON"
"""Wilson, Heather A."",PERSON"
"""Windom, Steve"",PERSON"
"""Wineke, Joe"",PERSON"
"""Wingert, George D."",PERSON"
"""Winters, Brent"",PERSON"
"""Wirth, Timothy Endicott (Tim)"",PERSON"
"""Wise, Robert Ellsworth, Jr. (Bob)"",PERSON"
"""Witt, Bill"",PERSON"
"""Witte, Stovall"",PERSON"
"""Wiviott, Don"",PERSON"
"""Wolarski, Jackie"",PERSON"
"""Wolf, Frank R. "",PERSON"
"""Wolf, Scott"",PERSON"
"""Wolpe, Howard Eliot"",PERSON"
"""Womack, Don"",PERSON"
"""Womack, Steve"",PERSON"
"""Wood, Dakota"",PERSON"
"""Woodall , William Robert, III (Rob)"",PERSON"
"""Woodward, Virginia"",PERSON"
"""Wooldridge, Tim"",PERSON"
"""Workman, Margaret Dee"",PERSON"
"""Workman, William D."",PERSON"
"""Worley, David James"",PERSON"
"""Wortley, George C."",PERSON"
"""Wortman, Bill Wortman"",PERSON"
"""Wright, Denny"",PERSON"
"""Wright, James Claude, Jr. (Jim)"",PERSON"
"""Wright, Jeff"",PERSON"
"""Wright, Joseph R. (Joe)"",PERSON"
"""Wright, Richard"",PERSON"
"""Wu, David"",PERSON"
"""Wukoson, Nick Robert"",PERSON"
"""Wulsin, Victoria"",PERSON"
"""Wurzelbacher, Samuel (Joe)"",PERSON"
"""Wyden, Ronald Lee (Ron)"",PERSON"
"""Wyrick, Phil"",PERSON"
"""Yarbrough, William Mayo (Bill)"",PERSON"
"""Yarmuth, John"",PERSON"
"""Yashirin, Max"",PERSON"
"""Yatron, Gus"",PERSON"
"""Yellowtail, William Petzoldt, Jr. (Bill)"",PERSON"
"""Yoder, Shelli"",PERSON"
"""Yoho, Theodore Scott (Ted)"",PERSON"
"""Yost, Eric"",PERSON"
"""Young, Andrew Jackson, Jr."",PERSON"
"""Young, C.W. Bill"",PERSON"
"""Young, Dean"",PERSON"
"""Young, Donald Edwin (Don)"",PERSON"
"""Young, Jesse"",PERSON"
"""Young, Robert Anton, III"",PERSON"
"""Young, Todd Christopher"",PERSON"
"""Young, Tom"",PERSON"
"""Young, William A."",PERSON"
"""Younts, Chris"",PERSON"
"""Yrun, Virginia"",PERSON"
"""Yu, Eugene Chin"",PERSON"
"""Yudelson, Jerry"",PERSON"
"""Zaccaria, Mark"",PERSON"
"""Zahn, Tony"",PERSON"
"""Zakhem, Sam H."",PERSON"
"""Zaun, Brad"",PERSON"
"""Zeliff, William H., Jr. (Bill)"",PERSON"
"""Zerban, Rob"",PERSON"
"""Ziegler, Gil"",PERSON"
"""Zimmann, Angela"",PERSON"
"""Zimmer, Richard (Dick)"",PERSON"
"""Zirnkilton, Stephen Morgan"",PERSON"
"""Zoller, Martha"",PERSON"
"""Zupancic, Jim"",PERSON"
"""Aaron, Ann Marie"",PERSON"
"""Abrahamson, Shirley (Shirley Schlanger)"",PERSON"
"""Abramson, Lisabeth Hughes (Lisa)"",PERSON"
"""Ackerson, Jon W."",PERSON"
"""Addison, Billy"",PERSON"
"""Addison, Liz"",PERSON"
"""Adkisson, Tommy"",PERSON"
"""Agostinelli, Robert"",PERSON"
"""Agricola, Al"",PERSON"
"""Allison, Gary D."",PERSON"
"""Allison, Joan B."",PERSON"
"""Almon, R.P"",PERSON"
